Character,Line
THOROS,You knew these people.
SANDOR,Not really.SANDOR stands
SANDOR,We ask the Father to judge us with mercy. We ask the Mother to... Fuck it
LITTLE SAM,Mom.GILLY turns to SAM.
GILLY,You should really sleep
SAM,The dead don't.GILLY stands
GILLY,"""Legends of the Long Night.""GILLY opens the book."
SAM,The Targaryens used dragonglass to decorate their weapons without even knowing what the First Men used it for.SAM sighs and turns the page. There is a diagram of a knife on the page. He turns the page again. There is a map on the page. SAM looks more closely at the map.
GILLY,What is it?
SAM,It's a map of Dragonstone. The Targaryens built their first stronghold there when they invaded Westeros.SAM points to a section of the map depicting a cave surrounded by a black mass.
GILLY,That's dragonglass?
SAM,A mountain of it. Beneath the ground. Stannis told me
JORAH,Has she come yet?
SAM,Who?
JORAH,The Dragon Queen. Daenerys Stormborn.
SAM,Haven't heard anything.JORAH pulls his hand back inside the cell. SAM approaches and folds up the plank.
DAENERYS,Shall we begin?
TYRION,On a night like this you came into the world.
VARYS,I remember that storm. All the dogs in King's Landing howled through the night.
DAENERYS,I wish I could remember it.DAENERYS turns away from the window and walks over to the table.
DAENERYS,I always thought this would be a homecoming. It doesn't feel like home.
TYRION,We won't stay on Dragonstone for long.
DAENERYS,Good.DAENERYS looks at the figurines placed on the table
DAENERYS,Not so many lions.
VARYS,Cersei controls fewer than half the Seven Kingdoms. The lord of Westeros despise her. Even before your arrival they plotted against her. Now...
DAENERYS,They cry out for their true queen? They drink secret toasts to my health?DAENERYS walks closer to VARYS.
DAENERYS,People used to tell my brother that sort of thing and he was stupid enough to believe them.DAENERYS picks up a dragon figurine from the table.
DAENERYS,If Viserys had three dragons and an army at his back he'd have invaded King's Landing already.
TYRION,Conquering Westeros would be easy for you. But you're not here to be queen of the ashes.
DAENERYS,No.DAENERYS puts down the dragon figurine.
TYRION,We can take the Seven Kingdoms without turning it into a slaughterhouse. If the great houses support your claim against Cersei the game is won. With the Tyrell army and the Dornish on our side we have powerful allies in the south.DAENERYS looks at VARYS.
DAENERYS,I never properly thanked you for that.
VARYS,They joined our side my queen because they believe in you.
DAENERYS,You served my father didn't you Lord Varys?
VARYS,I did.
DAENERYS,And then you served the man who overthrew him?
VARYS,I had a choice Your Grace--serve Robert Baratheon or face the headman's axe.
DAENERYS,But you didn't serve him long. You turned against him.
VARYS,Robert was an improvement on your father to be sure. There have been few rulers in history as cruel as the Mad King. Robert was neither mad nor cruel. He simply had no interest in being king.
DAENERYS,So you took it upon yourself to find a better one.
TYRION,Your Grace when I was ready to drink myself into a small coffin Lord Varys told me about a queen in the east who--
DAENERYS,Before I came to power you favored my brother. All your spies your little birds did they tell you Viserys was cruel stupid and weak? Would those qualities have made for a good king in your learned opinion?
VARYS,Until your marriage to Khal Drogo Your Grace I knew nothing about you save your existence and that you were said to be beautiful.
DAENERYS,So you and your friends traded me like a prized horse to the Dothraki.
VARYS,Which you turned to your advantage.
DAENERYS,Who gave the order to kill me?
VARYS,King Robert.
DAENERYS,Who hired the assassins?DAENERYS walks closer to VARYS.
DAENERYS,Who sent word to Essos to murder Daenerys Targaryen?
VARYS,Your Grace I did what had to be done to--
DAENERYS,To keep yourself alive.
TYRION,Lord Varys has proven himself a loyal servant.
DAENERYS,Proven himself loyal? Quite the opposite. If he dislikes one monarch he conspires to crown the next one. What king of a servant is that?
VARYS,The kind the realm needs. Incompetence should not be rewarded with blind loyalty. As long as I have my eyes I'll use them. I wasn't born into a great house. I came from nothing. I was sold as a slave and carved up as an offering. When I was a child I lived in alleys gutters abandoned houses. You wish to know where my true loyalties lie? Not with any king or queen but with the people. The people who suffer under despots and prosper under just rule. The people whose hearts you aim to win. If you demand blind allegiance I respect your wishes. Grey Worm can behead me or your dragons can devour me. But if you let me live I will serve you well. I will dedicate myself to seeing you on the Iron Throne because I choose you. Because I know the people have no better chance than you.
DAENERYS,Swear this to me Varys. If you ever think I'm failing the people you won't conspire behind my back. You'll look me in the eye as you have done today and you'll tell me how I'm failing them.
VARYS,I swear it my queen.
DAENERYS,And I swear this--if you ever betray me I'll burn you alive.VARYS smiles.
VARYS,I would expect nothing less from the Mother of Dragons.
GREY WORM,Forgive me my queen. A red priestess from As'shai has come to see you.CUT TO: DRAGONSTONE - THRONE ROOMMELISANDRE is standing alone in the throne room. DAENERYS enters accompanied by TYRION VARYS MISSANDEI and GREY WORM. They approach MELISANDRE.
MELISANDRE,Queen Daeneys I was a slave once bought and sold scourged and branded.  It is an honor to meet the Breaker of Chains.
DAENERYS,The Red Priests helped bring peace to Meereen.  You are very welcome here.  What is your name?
MELISANDRE,I am called Melisandre.VARYS begins speaking English.
VARYS,She once served another who wanted the Iron Throne.  It didn't end well for Stannis Baratheon did it?
MELISANDRE,No it didn't.
DAENERYS,You chose an auspicious day to arrive at Dragonstone.DAENERYS turns to look at Varys.
DAENERYS,We've just decided to pardon those who served the wrong king.VARYS bows his head to DAENERYS.  DAENERYS turns back to MELISANDRE.
DAENERYS,The Lord of Light doesn't have  many followers in Westeros does he?
MELISDANDRE,Not yet.   But even those who don't worship the Lord can serve his cause.
DAENERYS,What does your Lord expect from me?MELISANDRE begins speaking Valyrian again.
MELISANDRE,The Long Night is coming.  Only the prince who was promised can bring the dawn.DAENERYS speaking in English.
DAENERYS,The prince who was promised will bring the dawn.  I'm afraid I'm not a prince.
MISSANDEI,Your Grace forgive me but your translation is not quite accurate.  That noun has no gender in High Valyrian so the proper translation for that prophecy would be the prince or princess who was promised will bring the dawn.
TYRION,Doesn't really roll off the tongue does it?
DAENERYS,No but I like it better.DAENERYS turns back to MELISANDRE.
DAENERYS,And you believe this prophecy refers to me?
MELISANDRE,Prophecies are dangerous things.  I believe you have a roll to play as does another.  The King in the North Jon Snow.
TYRION,Jon Snow?  Ned Stark's bastard?
DAENERYS,You know him?
TYRION,I traveled with him to the Wall when he joined the Night's Watch.
VARYS,And why do you think the Lord of Light singled out this Jon Snow aside from the visions you've seen in the flames that is?
MELISANDRE,As Lord Commander of the Night's Watch he allowed the Wildlings south of the Wall to protect them from great danger.  As King in the North he has united those Wildlings with the northern houses so together they may face their common enemy.
DAENERYS,He sounds like quite a man.
MELISANDRE,Summon Jon Snow.  Let him stand before you and tell you things that have happened to him the things that he has seen with his own eyes.
TYRION,I can't speak to prophecies or visions in the flames but I like Jon Snow and I trusted him and I am an excellent judge of character.DARNERYS smiles at Tyrion.
TYRION,If he does rule the north he would make a valuable ally.  The Lannisters executed his father and conspired to murder his brother.  Jon Snow has even more reason to hate Cersei than you do.DAENERYS pauses for a moment.
DAENERYS,Very well.  Send a raven north.  Tell Jon Snow that his Queen invites him to come to Drangonstone...and bend the knee.CUT TO: WINTERFELL - COURTYARDYoung boys and girls are practicing archery.  JON SANSA and DAVOS stand on the upper level watching the training.
SANSA,Do you think it's really Tyrion?  It could be someone trying to lure you into a trap.
JON,Read the last bit.
SANSA,"""All dwarfs are bastards in their father's eyes.""  What does that mean?"
JON,It's something he said to me the first night we met.  You know him better than any of us.  What do you think?
SANSA,"Tyrion is not like the other Lannisters.  He was always kind to me but it's too great a risk.  ""The Seven Kingdoms will bleed as long as Cersei sits on the Iron Throne.  Join us.  Together we can end her tyranny."""
DAVOS,Sounds like a charmer.  Of course the casual mention of a Dothraki horde a legion of Unsullied and three dragons a bit less charming.DAVOS pauses to ponder something.
JON,What?
DAVOS,Fire kills Whites you told me.  What breathes fire?
SANSA,You're not suggesting Jon meet with her?
DAVOS,No too dangerous.
JON,But?
DAVOS,But if the Army of the Dead makes it passed the Wall do we have enough men to fight them?JON gazes back to the courtyard looking concerned.CUT TO: RED KEEP - THRONEROOMCERSEI sits on the Iron Throne.  She is surrounded by JAIME QYBURN THE MOUNTAIN and members of her Queensguard.  Many lords are in attendance including RANDYLL TARLEY.CERSEI:  If the Mad King's daughter takes the Iron Throne she will destroy the Realm as we know it.  Some of you are bannermen of House Tyrell.  But House Tyrell is in open rebellion against the Crown.  With their help the Mad King's daughter has ferried an army of savages to our shores.  Mindless Unsullied soldiers who will destroy your castles and your holdfasts.  Dothraki heathens who will burn your villages to the ground rape and enslave your women and butcher your children without a second thought.  This is how Olenna Tyrell rewards centuries of service and loyalty.The lords begin murmuring amongst themselves.
CERSEI,You all remember the Mad King.  You remember the horrors he inflicted upon his people.  His daughter is no different.  In Essos her brutality is already legendary.  She crucified hundreds of noblemen in Slaver's Bay.  And when she grew bored of that she fed them to her dragons.The lords murmur louder
